date,consumption,tavg,tmin,tmax
1980-01-01,4.968630531030216,-1.8562083333333332,-2.95,-0.393
1980-01-02,4.968630531030216,-2.71725,-4.117,-0.843
1980-01-03,4.968630531030216,-4.84825,-6.22,-2.039
1980-01-04,4.968630531030216,-3.880875,-6.342,-1.128
1980-01-05,4.968630531030216,-0.41770833333333335,-1.098,0.467
1980-01-06,4.968630531030216,-0.2275,-1.345,1.073
1980-01-07,4.968630531030216,-1.129375,-3.546,0.708
1980-01-08,4.968630531030216,-4.257625,-6.721,-0.575
1980-01-09,4.968630531030216,-6.044333333333333,-7.841,-1.731
1980-01-10,4.968630531030216,-6.843208333333333,-8.851,-2.61
1980-01-11,4.968630531030216,-8.973,-12.115,-5.255
1980-01-12,4.968630531030216,-11.059624999999999,-13.196,-7.574
1980-01-13,4.968630531030216,-10.866333333333332,-13.627,-5.564
1980-01-14,4.968630531030216,-9.7295,-12.419,-5.906
1980-01-15,4.968630531030216,-9.247166666666667,-11.068,-5.267
1980-01-16,4.968630531030216,-7.464416666666666,-10.485,-3.618
1980-01-17,4.968630531030216,-8.642249999999999,-11.048,-3.896
1980-01-18,4.968630531030216,-9.315125,-12.457,-4.08
1980-01-19,4.968630531030216,-7.745625,-10.722,-2.758
1980-01-20,4.968630531030216,-5.987708333333334,-9.231,-1.67
1980-01-21,4.968630531030216,-3.5240833333333335,-7.24,-0.115
1980-01-22,4.968630531030216,0.37004166666666666,-1.308,1.761
1980-01-23,4.968630531030216,0.5778333333333333,-0.408,1.891
1980-01-24,4.968630531030216,-0.15308333333333332,-1.241,1.822
1980-01-25,4.968630531030216,-0.7895,-2.296,1.355
1980-01-26,4.968630531030216,-3.4736666666666665,-4.963,-0.915
1980-01-27,4.968630531030216,-3.5557499999999997,-8.074,-0.199
1980-01-28,4.968630531030216,-6.0915,-9.646,-2.625
1980-01-29,4.968630531030216,-2.6689583333333338,-5.954,0.535
1980-01-30,4.968630531030216,1.5045,-0.867,2.953
1980-01-31,4.968630531030216,2.9895833333333335,1.929,4.19
1980-02-01,4.968630531030216,-0.14524999999999996,-2.768,3.28
1980-02-02,4.968630531030216,0.5412083333333333,-2.356,2.121
1980-02-03,4.968630531030216,1.6316666666666666,0.527,2.997
1980-02-04,4.968630531030216,1.1356249999999999,-0.553,2.58
1980-02-05,4.968630531030216,3.346458333333333,1.34,4.915
1980-02-06,4.968630531030216,2.3009166666666667,1.171,4.513
1980-02-07,4.968630531030216,2.6807083333333335,1.26,5.356
1980-02-08,4.968630531030216,2.9284166666666667,0.754,6.507
1980-02-09,4.968630531030216,3.8090833333333336,1.394,7.48
1980-02-10,4.968630531030216,4.186416666666667,2.605,6.726
1980-02-11,4.968630531030216,2.714541666666667,1.447,5.153
1980-02-12,4.968630531030216,2.2489583333333334,0.956,5.088
1980-02-13,4.968630531030216,1.3025833333333334,-0.533,4.13
1980-02-14,4.968630531030216,1.5634583333333334,-0.947,5.61
1980-02-15,4.968630531030216,1.4517916666666666,-1.503,5.398
